what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006199420
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006199462
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006208853
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006208907
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006210265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006210301
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006212053
error,log,,,"SVN: '0x00000230: Get Repository Folder Children' operation finished with error",1309006213612
error,log,,,"SVN: '0x00400107: Get Repository Resource Revision' operation finished with error",1309006214738
error,log,,,"SVN: '0x00400107: Get Repository Resource Revision' operation finished with error",1309006215598
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006221380
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006223729
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006244869
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006259495
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006274724
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006276954
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006295710
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006298890
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006306211
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006335694
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006338754
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006371286
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006377360
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006386076
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006386721
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309006391980
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006393463
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006399681
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006421541
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006423585
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006439469
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006457361
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006470213
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006489647
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006553562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006554026
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006565277
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006568015
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006766544
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006785056
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006875686
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309006922672
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006933440
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006990282
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309006999247
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309008532460
activated,view,org.eclipse.team.svn.ui,0.7.9.I20110419-1700,"org.eclipse.team.svn.ui.repository.RepositoriesView",1309008534156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309008546939
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309008555434
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309008555847
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309008563238
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309008563624
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309008609059
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309008618867
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309008647494
