what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.jsdt.core,1.1.2.v201009011528,"org.eclipse.wst.jsdt.core",1308999833010
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1308999833011
started,bundle,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui",1308999833038
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1308999833039
started,bundle,org.eclipse.wst.web,1.1.401.v201007151900,"org.eclipse.wst.web",1308999833040
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1308999833042
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1308999833043
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1308999833044
started,bundle,org.eclipse.team.svn.core,0.7.9.I20110419-1700,"org.eclipse.team.svn.core",1308999833051
started,bundle,org.eclipse.team.svn.revision.graph,0.7.9.I20110318-1700,"org.eclipse.team.svn.revision.graph",1308999833052
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20110419-1700,"org.eclipse.team.svn.ui",1308999833069
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20110419-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1308999833081
os,sysinfo,,,"linux",1308999833091
arch,sysinfo,,,"x86",1308999833091
ws,sysinfo,,,"gtk",1308999833091
locale,sysinfo,,,"es_ES",1308999833091
processors,sysinfo,,,"1",1308999833092
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1308999833092
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1308999833092
java.specification.name,sysinfo,,,"Java Platform API Specification",1308999833092
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308999833092
java.specification.version,sysinfo,,,"1.6",1308999833092
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1308999833092
java.version,sysinfo,,,"1.6.0_23",1308999833092
java.vm.info,sysinfo,,,"mixed mode, sharing",1308999833092
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1308999833092
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1308999833092
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308999833092
java.vm.specification.version,sysinfo,,,"1.0",1308999833092
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1308999833092
java.vm.version,sysinfo,,,"19.0-b09",1308999833092
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308999836787
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308999843470
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308999852636
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308999857434
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308999862425
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308999876901
started,bundle,org.eclipse.jst.servlet.ui,1.1.402.v201008261918,"org.eclipse.jst.servlet.ui",1308999903862
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1308999919646
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1308999919650
started,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1308999919710
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1308999919778
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1308999919981
opened,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1308999920202
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1308999920464
opened,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1308999920743
activated,perspective,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1308999920846
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308999920916
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1308999921405
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308999921455
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1308999928793
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1308999932850
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308999936660
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308999947048
