what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1308927568609
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1308927568611
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1308927568612
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1308927568614
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1308927568615
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1308927568615
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1308927568616
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1308927568619
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1308927568620
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1308927568621
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1308927568622
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1308927568623
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1308927568626
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1308927568627
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1308927568628
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1308927568630
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1308927568631
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1308927568631
started,bundle,org.eclipse.wst.common.emf,1.2.1.v201008260500,"org.eclipse.wst.common.emf",1308927568632
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.2.v201008242000,"org.eclipse.wst.common.emfworkbench.integration",1308927568633
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1308927568634
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1308927568635
started,bundle,org.eclipse.wst.common.modulecore,1.2.3.v201008242000,"org.eclipse.wst.common.modulecore",1308927568636
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1308927568637
started,bundle,org.eclipse.wst.jsdt.core,1.1.2.v201009011528,"org.eclipse.wst.jsdt.core",1308927568639
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1308927568640
started,bundle,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui",1308927568646
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1308927568647
started,bundle,org.eclipse.wst.web,1.1.401.v201007151900,"org.eclipse.wst.web",1308927568648
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1308927568649
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1308927568650
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1308927568651
started,bundle,org.eclipse.team.svn.core,0.7.9.I20110419-1700,"org.eclipse.team.svn.core",1308927568653
started,bundle,org.eclipse.team.svn.revision.graph,0.7.9.I20110318-1700,"org.eclipse.team.svn.revision.graph",1308927568654
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20110419-1700,"org.eclipse.team.svn.ui",1308927568656
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20110419-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1308927568657
os,sysinfo,,,"linux",1308927568662
arch,sysinfo,,,"x86",1308927568662
ws,sysinfo,,,"gtk",1308927568662
locale,sysinfo,,,"es_ES",1308927568662
processors,sysinfo,,,"1",1308927568662
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1308927568663
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1308927568663
java.specification.name,sysinfo,,,"Java Platform API Specification",1308927568663
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308927568663
java.specification.version,sysinfo,,,"1.6",1308927568663
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1308927568663
java.version,sysinfo,,,"1.6.0_23",1308927568663
java.vm.info,sysinfo,,,"mixed mode, sharing",1308927568663
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1308927568663
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1308927568663
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308927568663
java.vm.specification.version,sysinfo,,,"1.0",1308927568663
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1308927568663
java.vm.version,sysinfo,,,"19.0-b09",1308927568663
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308927609256
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308927611461
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308927612223
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308927612763
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308927613646
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308927615147
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308927637068
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308927638603
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308927645920
started,bundle,org.eclipse.pde.core,3.6.1.v20100902_r361,"org.eclipse.pde.core",1308927680674
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1308927680712
started,bundle,org.eclipse.jst.servlet.ui,1.1.402.v201008261918,"org.eclipse.jst.servlet.ui",1308927680829
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1308927681601
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1308927681601
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308927681652
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1308927682643
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1308927687235
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1308927687242
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308927699062
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308927699192
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308927699219
error,log,,,"Invalid ZIP archive: /Hibernate/.project [in Prueba]",1308927699571
