what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui",1308927965872
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1308927965873
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1308927965873
started,bundle,org.eclipse.team.svn.core,0.7.9.I20110419-1700,"org.eclipse.team.svn.core",1308927965875
os,sysinfo,,,"linux",1308927965882
arch,sysinfo,,,"x86",1308927965882
ws,sysinfo,,,"gtk",1308927965882
locale,sysinfo,,,"es_ES",1308927965882
processors,sysinfo,,,"1",1308927965883
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1308927965883
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1308927965883
java.specification.name,sysinfo,,,"Java Platform API Specification",1308927965883
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308927965883
java.specification.version,sysinfo,,,"1.6",1308927965883
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1308927965883
java.version,sysinfo,,,"1.6.0_23",1308927965883
java.vm.info,sysinfo,,,"mixed mode, sharing",1308927965883
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1308927965883
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1308927965883
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308927965883
java.vm.specification.version,sysinfo,,,"1.0",1308927965883
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1308927965883
java.vm.version,sysinfo,,,"19.0-b09",1308927965883
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20110419-1700,"org.eclipse.team.svn.ui",1308927966135
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20110419-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1308927966151
started,bundle,org.eclipse.team.svn.revision.graph,0.7.9.I20110318-1700,"org.eclipse.team.svn.revision.graph",1308927966195
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308927967508
